id,name,brand,price,rating,count_review,status_Official,power_badge,location,shop_name,URL
12726715896,"Asus ROG Zephyrus G14 2024 GA403UU R7 8845HS RTX4050 16GB 1TB 14"" OLED",asus,29299000,5.0,6,True,True,Jakarta Utara,Top Tech,https://www.tokopedia.com/toptech/asus-rog-zephyrus-g14-2024-ga403uu-r7-8845hs-rtx4050-16gb-1tb-14-oled-non-bundling-eclipe-grey-41612?extParam=ivf%3Dfalse%26src%3Dsearch
13853617944,"ACER Predator Helios Neo 16 PHN16 72 50XB RTX4060 i5 14500HX 8/512GB SSD W11 OHS 16"" WQXGA 165Hz 100sRGB Black",acer,19899000,5.0,8,True,True,Jakarta Utara,Acer Authorized Store Jakarta,https://www.tokopedia.com/acer-jakarta/acer-predator-helios-neo-16-phn16-72-50xb-rtx4060-i5-14500hx-8-512gb-ssd-w11-ohs-16-wqxga-165hz-100srgb-black-laptop-8-512gb-ssd-64a95?extParam=ivf%3Dfalse%26src%3Dsearch
13611098781,"ASUS TUF Gaming A15 FA506NFR Ryzen 7-7435HS RTX2050 512GB 15.6"" FHD 144Hz W11 OHS",asus,11399000,5.0,6,True,True,Jakarta Barat,WE iTech,https://www.tokopedia.com/wei-1/asus-tuf-gaming-a15-fa506nfr-ryzen-7-7435hs-rtx2050-512gb-15-6-fhd-144hz-w11-ohs-r725b6t-o-black-16gb-ram-99df1?extParam=ivf%3Dfalse%26src%3Dsearch
12932374237,"ASUS TUF Gaming F15 FX507ZC4 i5-12500H RTX3050 512GB 15.6""FHD W11 OHS",asus,12399000,5.0,6,True,True,Jakarta Barat,WE iTech,https://www.tokopedia.com/wei-1/asus-tuf-gaming-f15-fx507zc4-i5-12500h-rtx3050-512gb-15-6-fhd-w11-ohs-i535b1m-o-8gb-8gb-ram-efb5f?extParam=ivf%3Dfalse%26src%3Dsearch
12035631931,Lenovo Legion Go 8APU1 Ryzen Z1 Extreme 16GB 512GB 8.8 Inc W11,lenovo,13499000,5.0,11,True,True,Semarang,Lenovo Authorized Semarang,https://www.tokopedia.com/lenovosemarang/lenovo-legion-go-8apu1-ryzen-z1-extreme-16gb-512gb-8-8-inc-w11?extParam=ivf%3Dfalse%26src%3Dsearch
12147875412,ACER NITRO V 15 I5 13420H RTX2050 8GB 512GB SSD W11+OHS 15.6FHD 144HZ,acer,10849000,5.0,20,True,True,Surabaya,Agres ID Surabaya,https://www.tokopedia.com/agresidsurabaya/acer-nitro-v-15-i5-13420h-rtx2050-8gb-512gb-ssd-w11-ohs-15-6fhd-144hz-non-paket-8-512-62ef4?extParam=ivf%3Dfalse%26src%3Dsearch
13104425924,"LENOVO LOQ GAMING 15IRH8 i7-13620H 8GB 512GB RTX4050 6GB 15.6"" OHS W11",lenovo,17299000,5.0,8,True,True,Jakarta Pusat,Protech Computer,https://www.tokopedia.com/protechcom/lenovo-loq-gaming-15irh8-i7-13620h-8gb-512gb-rtx4050-6gb-15-6-ohs-w11-ddr5-12gb-381c7?extParam=ivf%3Dfalse%26src%3Dsearch
13756927349,"ACER Predator Helios Neo 16 PHN16 72 733C RTX4060 i7 14700HX 16/1TB SSD W11 OHS 16"" WQXGA 165Hz Black",acer,25299000,5.0,4,True,True,Jakarta Utara,Acer Authorized Store Jakarta,https://www.tokopedia.com/acer-jakarta/acer-predator-helios-neo-16-phn16-72-733c-rtx4060-i7-14700hx-16-1tb-ssd-w11-ohs-16-wqxga-165hz-black-laptop-16-1tb-ssd-38f0b?extParam=ivf%3Dfalse%26src%3Dsearch
11022993649,Acer Nitro 5 AN515-58 GeForce RTX 4060 - I7 12650H 16GB 512 SSD OHS 165HZ,acer,17199000,5.0,23,True,True,Jakarta Utara,NVIDIA GeForce Laptop,https://www.tokopedia.com/nvidiageforcelt/acer-nitro-5-an515-58-geforce-rtx-4060-i7-12650h-16gb-512-ssd-ohs-165hz-ram-16gb-tanpa-antigores-c3b46?extParam=ivf%3Dfalse%26src%3Dsearch
8307551225,Acer Nitro 5 AN515 58 | i5 12500H 8GB 512ssd RTX3050 4GB,acer,12499000,5.0,8,True,True,Yogyakarta,AGRES ID JOGJA,https://www.tokopedia.com/agresidjogja/acer-nitro-5-an515-58-i5-12500h-8gb-512ssd-rtx3050-4gb?extParam=ivf%3Dfalse%26src%3Dsearch
14497110838,"ACER Nitro V 15 ANV15-51 i5-13420H RTX3050 512GB 15.6"" FHD IPS 144Hz W11 OHS",acer,12572000,5.0,177,False,True,Kediri,hexxacom,https://www.tokopedia.com/hexxacom/acer-nitro-v-15-anv15-51-i5-13420h-rtx3050-512gb-15-6-fhd-ips-144hz-w11-ohs-8-gb-3b7a1?extParam=ivf%3Dfalse%26src%3Dsearch
13889594357,ASUS TUF Gaming A15 FA506NC Ryzen 5-7535HS RTX3050 512GB 144Hz,asus,11149000,5.0,38,True,True,Jakarta Pusat,TeknoTrend,https://www.tokopedia.com/teknotrend/asus-tuf-gaming-a15-fa506nc-ryzen-5-7535hs-rtx3050-512gb-144hz-16gb-no-bag-non-bundling-27927?extParam=ivf%3Dtrue%26src%3Dsearch
